index,filename,mean_abs_diff_vs_prev_gray8
594,frame_000594.jpg,0.39
595,frame_000595.jpg,0.3837
596,frame_000596.jpg,0.3902
597,frame_000597.jpg,0.3866
598,frame_000598.jpg,0.3915
599,frame_000599.jpg,0.3942
600,frame_000600.jpg,0.3897
601,frame_000601.jpg,0.3898
602,frame_000602.jpg,0.3871
603,frame_000603.jpg,0.3911
604,frame_000604.jpg,0.3876
605,frame_000605.jpg,0.388
606,frame_000606.jpg,0.3868
607,frame_000607.jpg,0.383
608,frame_000608.jpg,0.3884
609,frame_000609.jpg,0.3937
610,frame_000610.jpg,0.3864
611,frame_000611.jpg,0.3865
612,frame_000612.jpg,0.3942
613,frame_000613.jpg,0.3908
614,frame_000614.jpg,0.3892
615,frame_000615.jpg,0.3923
616,frame_000616.jpg,0.3949
617,frame_000617.jpg,0.3983
618,frame_000618.jpg,0.389
619,frame_000619.jpg,0.3921
620,frame_000620.jpg,0.3898
621,frame_000621.jpg,0.3977
622,frame_000622.jpg,0.3905
623,frame_000623.jpg,0.3942
624,frame_000624.jpg,0.3859
625,frame_000625.jpg,0.3897
626,frame_000626.jpg,0.3885
627,frame_000627.jpg,0.3937
628,frame_000628.jpg,0.3956
629,frame_000629.jpg,0.4081
630,frame_000630.jpg,0.3874
631,frame_000631.jpg,0.3922
632,frame_000632.jpg,0.3956
633,frame_000633.jpg,0.3996
634,frame_000634.jpg,0.3942
635,frame_000635.jpg,0.386
636,frame_000636.jpg,0.3831
637,frame_000637.jpg,0.3842
638,frame_000638.jpg,0.4017
639,frame_000639.jpg,0.4018
640,frame_000640.jpg,0.3898
641,frame_000641.jpg,0.3958
642,frame_000642.jpg,0.3837
643,frame_000643.jpg,0.3909
644,frame_000644.jpg,0.3912
645,frame_000645.jpg,0.3949
646,frame_000646.jpg,0.3923
647,frame_000647.jpg,0.3908
648,frame_000648.jpg,0.3969
649,frame_000649.jpg,0.3881
650,frame_000650.jpg,0.3872
651,frame_000651.jpg,0.3958
652,frame_000652.jpg,0.3901
653,frame_000653.jpg,0.3972
654,frame_000654.jpg,0.3828
655,frame_000655.jpg,0.3812
656,frame_000656.jpg,0.3935
657,frame_000657.jpg,0.3871
658,frame_000658.jpg,0.3835
659,frame_000659.jpg,0.3844
660,frame_000660.jpg,0.3945
661,frame_000661.jpg,0.3945
662,frame_000662.jpg,0.395
663,frame_000663.jpg,0.3949
664,frame_000664.jpg,0.3949
665,frame_000665.jpg,0.3886
666,frame_000666.jpg,0.3925
667,frame_000667.jpg,0.4
668,frame_000668.jpg,0.396
669,frame_000669.jpg,0.3883
670,frame_000670.jpg,0.3909
671,frame_000671.jpg,0.3883
672,frame_000672.jpg,0.3973
673,frame_000673.jpg,0.4047
674,frame_000674.jpg,0.3919
675,frame_000675.jpg,0.3869
676,frame_000676.jpg,0.3913
677,frame_000677.jpg,0.3986
678,frame_000678.jpg,0.4044
679,frame_000679.jpg,0.3955
680,frame_000680.jpg,0.3992
681,frame_000681.jpg,0.4021
682,frame_000682.jpg,0.3928
683,frame_000683.jpg,0.3948
684,frame_000684.jpg,0.3944
685,frame_000685.jpg,0.396
686,frame_000686.jpg,0.3974
687,frame_000687.jpg,0.3965
688,frame_000688.jpg,0.3954
689,frame_000689.jpg,0.3976
690,frame_000690.jpg,0.3819
691,frame_000691.jpg,0.391
692,frame_000692.jpg,0.3945
693,frame_000693.jpg,0.3943
694,frame_000694.jpg,0.3912
695,frame_000695.jpg,0.3966
696,frame_000696.jpg,0.3905
697,frame_000697.jpg,0.3904
698,frame_000698.jpg,0.3953
699,frame_000699.jpg,0.3892
700,frame_000700.jpg,0.3828
701,frame_000701.jpg,0.3894
702,frame_000702.jpg,0.3981
703,frame_000703.jpg,0.3888
704,frame_000704.jpg,0.3882
705,frame_000705.jpg,0.3881
706,frame_000706.jpg,0.3871
707,frame_000707.jpg,0.398
708,frame_000708.jpg,0.4016
709,frame_000709.jpg,0.3963
710,frame_000710.jpg,0.3817
711,frame_000711.jpg,0.3914
712,frame_000712.jpg,0.3928
713,frame_000713.jpg,0.3857
714,frame_000714.jpg,0.3922
715,frame_000715.jpg,0.3928
716,frame_000716.jpg,0.3927
717,frame_000717.jpg,0.3894
718,frame_000718.jpg,0.3962
719,frame_000719.jpg,0.3951
720,frame_000720.jpg,0.3868
721,frame_000721.jpg,0.3883
722,frame_000722.jpg,0.3892
723,frame_000723.jpg,0.3869
724,frame_000724.jpg,0.3844
725,frame_000725.jpg,0.393
726,frame_000726.jpg,0.3908
727,frame_000727.jpg,0.3858
728,frame_000728.jpg,0.3862
729,frame_000729.jpg,0.3891
730,frame_000730.jpg,0.3908
731,frame_000731.jpg,0.383
732,frame_000732.jpg,0.381
733,frame_000733.jpg,0.3821
734,frame_000734.jpg,0.3942
735,frame_000735.jpg,0.3908
736,frame_000736.jpg,0.395
737,frame_000737.jpg,0.3987
738,frame_000738.jpg,0.3887
739,frame_000739.jpg,0.3853
740,frame_000740.jpg,0.3929
741,frame_000741.jpg,0.3831
742,frame_000742.jpg,0.3853
743,frame_000743.jpg,0.3908
744,frame_000744.jpg,0.3919
745,frame_000745.jpg,0.3876
746,frame_000746.jpg,0.3904
747,frame_000747.jpg,0.3861
748,frame_000748.jpg,0.3904
749,frame_000749.jpg,0.3858
750,frame_000750.jpg,0.3828
751,frame_000751.jpg,0.3894
752,frame_000752.jpg,0.3844
753,frame_000753.jpg,0.3872
754,frame_000754.jpg,0.3847
755,frame_000755.jpg,0.3908
756,frame_000756.jpg,0.3849
757,frame_000757.jpg,0.3853
758,frame_000758.jpg,0.3889
759,frame_000759.jpg,0.3864
760,frame_000760.jpg,0.3876
761,frame_000761.jpg,0.3822
762,frame_000762.jpg,0.3889
763,frame_000763.jpg,0.3912
764,frame_000764.jpg,0.3819
765,frame_000765.jpg,0.3933
766,frame_000766.jpg,0.3794
767,frame_000767.jpg,0.3802
768,frame_000768.jpg,0.3813
769,frame_000769.jpg,0.379
770,frame_000770.jpg,0.3846
771,frame_000771.jpg,0.3866
772,frame_000772.jpg,0.3854
773,frame_000773.jpg,0.3831
774,frame_000774.jpg,0.3871
775,frame_000775.jpg,0.3877
776,frame_000776.jpg,0.389
777,frame_000777.jpg,0.3842
778,frame_000778.jpg,0.3933
779,frame_000779.jpg,0.3945
780,frame_000780.jpg,0.3947
781,frame_000781.jpg,0.3911
782,frame_000782.jpg,0.3831
783,frame_000783.jpg,0.3849
784,frame_000784.jpg,0.3826
785,frame_000785.jpg,0.3913
786,frame_000786.jpg,0.3946
787,frame_000787.jpg,0.395
