index,filename,width,height,green_px
1234,frame_001234.jpg,752,480,0
1235,frame_001235.jpg,752,480,0
1236,frame_001236.jpg,752,480,0
1237,frame_001237.jpg,752,480,0
1238,frame_001238.jpg,752,480,0
1239,frame_001239.jpg,752,480,0
1240,frame_001240.jpg,752,480,0
1241,frame_001241.jpg,752,480,0
1242,frame_001242.jpg,752,480,0
1243,frame_001243.jpg,752,480,0
1244,frame_001244.jpg,752,480,0
1245,frame_001245.jpg,752,480,0
1246,frame_001246.jpg,752,480,0
1247,frame_001247.jpg,752,480,0
1248,frame_001248.jpg,752,480,0
1249,frame_001249.jpg,752,480,0
1250,frame_001250.jpg,752,480,0
1251,frame_001251.jpg,752,480,0
1252,frame_001252.jpg,752,480,0
1253,frame_001253.jpg,752,480,0
1254,frame_001254.jpg,752,480,0
1255,frame_001255.jpg,752,480,0
1256,frame_001256.jpg,752,480,0
1257,frame_001257.jpg,752,480,0
1258,frame_001258.jpg,752,480,0
1259,frame_001259.jpg,752,480,0
1260,frame_001260.jpg,752,480,0
1261,frame_001261.jpg,752,480,0
1262,frame_001262.jpg,752,480,0
1263,frame_001263.jpg,752,480,0
1264,frame_001264.jpg,752,480,0
1265,frame_001265.jpg,752,480,0
1266,frame_001266.jpg,752,480,0
1267,frame_001267.jpg,752,480,0
1268,frame_001268.jpg,752,480,0
1269,frame_001269.jpg,752,480,0
1270,frame_001270.jpg,752,480,0
1271,frame_001271.jpg,752,480,0
1272,frame_001272.jpg,752,480,0
1273,frame_001273.jpg,752,480,0
1274,frame_001274.jpg,752,480,0
1275,frame_001275.jpg,752,480,0
1276,frame_001276.jpg,752,480,2240
1277,frame_001277.jpg,752,480,0
1278,frame_001278.jpg,752,480,0
1279,frame_001279.jpg,752,480,2209
1280,frame_001280.jpg,752,480,1363
1281,frame_001281.jpg,752,480,0
1282,frame_001282.jpg,752,480,0
1283,frame_001283.jpg,752,480,0
1284,frame_001284.jpg,752,480,0
1285,frame_001285.jpg,752,480,6215
1286,frame_001286.jpg,752,480,0
1287,frame_001287.jpg,752,480,0
1288,frame_001288.jpg,752,480,5833
1289,frame_001289.jpg,752,480,0
1290,frame_001290.jpg,752,480,0
1291,frame_001291.jpg,752,480,0
1292,frame_001292.jpg,752,480,6192
1293,frame_001293.jpg,752,480,0
1294,frame_001294.jpg,752,480,0
1295,frame_001295.jpg,752,480,6282
1296,frame_001296.jpg,752,480,0
1297,frame_001297.jpg,752,480,0
1298,frame_001298.jpg,752,480,0
1299,frame_001299.jpg,752,480,6184
1300,frame_001300.jpg,752,480,0
1301,frame_001301.jpg,752,480,6065
1302,frame_001302.jpg,752,480,7415
1303,frame_001303.jpg,752,480,0
1304,frame_001304.jpg,752,480,0
1305,frame_001305.jpg,752,480,0
1306,frame_001306.jpg,752,480,6319
1307,frame_001307.jpg,752,480,0
1308,frame_001308.jpg,752,480,6176
1309,frame_001309.jpg,752,480,0
1310,frame_001310.jpg,752,480,0
1311,frame_001311.jpg,752,480,0
1312,frame_001312.jpg,752,480,0
1313,frame_001313.jpg,752,480,0
1314,frame_001314.jpg,752,480,0
1315,frame_001315.jpg,752,480,3304
1316,frame_001316.jpg,752,480,0
1317,frame_001317.jpg,752,480,0
1318,frame_001318.jpg,752,480,0
1319,frame_001319.jpg,752,480,0
1320,frame_001320.jpg,752,480,0
1321,frame_001321.jpg,752,480,0
1322,frame_001322.jpg,752,480,0
1323,frame_001323.jpg,752,480,0
1324,frame_001324.jpg,752,480,0
1325,frame_001325.jpg,752,480,0
1326,frame_001326.jpg,752,480,0
1327,frame_001327.jpg,752,480,0
1328,frame_001328.jpg,752,480,0
1329,frame_001329.jpg,752,480,0
1330,frame_001330.jpg,752,480,0
1331,frame_001331.jpg,752,480,0
1332,frame_001332.jpg,752,480,0
1333,frame_001333.jpg,752,480,0
1334,frame_001334.jpg,752,480,0
1335,frame_001335.jpg,752,480,0
1336,frame_001336.jpg,752,480,0
1337,frame_001337.jpg,752,480,0
1338,frame_001338.jpg,752,480,0
1339,frame_001339.jpg,752,480,0
1340,frame_001340.jpg,752,480,0
1341,frame_001341.jpg,752,480,0
1342,frame_001342.jpg,752,480,0
1343,frame_001343.jpg,752,480,0
1344,frame_001344.jpg,752,480,0
1345,frame_001345.jpg,752,480,1119
1346,frame_001346.jpg,752,480,1118
1347,frame_001347.jpg,752,480,0
1348,frame_001348.jpg,752,480,1104
1349,frame_001349.jpg,752,480,1090
1350,frame_001350.jpg,752,480,0
1351,frame_001351.jpg,752,480,1046
1352,frame_001352.jpg,752,480,1079
1353,frame_001353.jpg,752,480,1069
1354,frame_001354.jpg,752,480,1088
1355,frame_001355.jpg,752,480,7846
1356,frame_001356.jpg,752,480,1107
1357,frame_001357.jpg,752,480,1123
1358,frame_001358.jpg,752,480,1109
1359,frame_001359.jpg,752,480,1124
1360,frame_001360.jpg,752,480,1038
1361,frame_001361.jpg,752,480,1061
1362,frame_001362.jpg,752,480,1097
1363,frame_001363.jpg,752,480,1076
1364,frame_001364.jpg,752,480,2613
1365,frame_001365.jpg,752,480,0
1366,frame_001366.jpg,752,480,1114
1367,frame_001367.jpg,752,480,1109
1368,frame_001368.jpg,752,480,1071
1369,frame_001369.jpg,752,480,956
1370,frame_001370.jpg,752,480,855
1371,frame_001371.jpg,752,480,0
1372,frame_001372.jpg,752,480,0
1373,frame_001373.jpg,752,480,0
1374,frame_001374.jpg,752,480,0
1375,frame_001375.jpg,752,480,0
1376,frame_001376.jpg,752,480,1362
1377,frame_001377.jpg,752,480,1496
1378,frame_001378.jpg,752,480,0
1379,frame_001379.jpg,752,480,0
1380,frame_001380.jpg,752,480,0
1381,frame_001381.jpg,752,480,0
1382,frame_001382.jpg,752,480,0
